Subsystem,Tag,NodeId pattern,Implementation status,Control owner,Normal authority,Multiplicity,Authoritative/current source,Production exposure,Allowed states,Alarm class,Interlock relevance,DCS access,Poll ms,History rate
I2C Bus,ErrorCount,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.I2C.Buses.{Bus}.ErrorCount,REQUIRED PRODUCTION,Slow Controls,Read-only; one serialized hardware owner,per I2C bus; expected buses 1 and 2,SlowControlStatusResponse.I2CBusStatus plus required metrics,Baseline DCS,All states,I2C health,Readiness,Read-Only,5000,On-Change
I2C Bus,TimeoutCount,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.I2C.Buses.{Bus}.TimeoutCount,REQUIRED PRODUCTION,Slow Controls,Read-only; one serialized hardware owner,per I2C bus; expected buses 1 and 2,SlowControlStatusResponse.I2CBusStatus plus required metrics,Baseline DCS,All states,I2C health,Readiness,Read-Only,5000,On-Change
I2C Bus,RecoveryCount,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.I2C.Buses.{Bus}.RecoveryCount,REQUIRED PRODUCTION,Slow Controls,Read-only; one serialized hardware owner,per I2C bus; expected buses 1 and 2,SlowControlStatusResponse.I2CBusStatus plus required metrics,Baseline DCS,All states,I2C health,Readiness,Read-Only,5000,On-Change
I2C Device,Name,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.I2C.Buses.{Bus}.Devices.{Address}.Name,CURRENT PROTOBUF,Slow Controls,Read-only,per expected and discovered I2C device; see Instance Sets,SlowControlStatusResponse.I2CDeviceStatus / device driver,Baseline DCS,All states,I2C device fault,Readiness,Read-Only,10000,On-Change
I2C Device,Present,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.I2C.Buses.{Bus}.Devices.{Address}.Present,CURRENT PROTOBUF,Slow Controls,Read-only,per expected and discovered I2C device; see Instance Sets,SlowControlStatusResponse.I2CDeviceStatus / device driver,Baseline DCS,All states,I2C device fault,Readiness,Read-Only,10000,On-Change
I2C Device,Driver,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.I2C.Buses.{Bus}.Devices.{Address}.Driver,REQUIRED PRODUCTION,Slow Controls,Read-only,per expected and discovered I2C device; see Instance Sets,SlowControlStatusResponse.I2CDeviceStatus / device driver,Baseline DCS,All states,I2C device fault,Readiness,Read-Only,10000,On-Change
I2C Device,Status,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.I2C.Buses.{Bus}.Devices.{Address}.Status,CURRENT PROTOBUF,Slow Controls,Read-only,per expected and discovered I2C device; see Instance Sets,SlowControlStatusResponse.I2CDeviceStatus / device driver,Baseline DCS,All states,I2C device fault,Readiness,Read-Only,10000,On-Change
I2C Device,LastSuccess,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.I2C.Buses.{Bus}.Devices.{Address}.LastSuccess,REQUIRED PRODUCTION,Slow Controls,Read-only,per expected and discovered I2C device; see Instance Sets,SlowControlStatusResponse.I2CDeviceStatus / device driver,Baseline DCS,All states,I2C device fault,Readiness,Read-Only,10000,On-Change
I2C Device,ErrorCount,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.I2C.Buses.{Bus}.Devices.{Address}.ErrorCount,REQUIRED PRODUCTION,Slow Controls,Read-only,per expected and discovered I2C device; see Instance Sets,SlowControlStatusResponse.I2CDeviceStatus / device driver,Baseline DCS,All states,I2C device fault,Readiness,Read-Only,10000,On-Change
SPI,Present,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.SPI.{Device}.Present,LOCAL READABLE,Slow Controls,Read-only; one serialized owner,per SPI device; baseline current monitor,preflight /dev/spidev3.0 and current-monitor driver,Baseline DCS,All states,SPI health,Readiness,Read-Only,5000,On-Change
SPI,Functional,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.SPI.{Device}.Functional,REQUIRED PRODUCTION,Slow Controls,Read-only; one serialized owner,per SPI device; baseline current monitor,preflight /dev/spidev3.0 and current-monitor driver,Baseline DCS,All states,SPI health,Readiness,Read-Only,5000,On-Change
SPI,Owner,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.SPI.{Device}.Owner,REQUIRED PRODUCTION,Slow Controls,Read-only; one serialized owner,per SPI device; baseline current monitor,preflight /dev/spidev3.0 and current-monitor driver,Baseline DCS,All states,SPI health,Readiness,Read-Only,5000,On-Change
SPI,ErrorCount,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.SPI.{Device}.ErrorCount,REQUIRED PRODUCTION,Slow Controls,Read-only; one serialized owner,per SPI device; baseline current monitor,preflight /dev/spidev3.0 and current-monitor driver,Baseline DCS,All states,SPI health,Readiness,Read-Only,5000,On-Change
SPI,LastSuccess,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.SPI.{Device}.LastSuccess,REQUIRED PRODUCTION,Slow Controls,Read-only; one serialized owner,per SPI device; baseline current monitor,preflight /dev/spidev3.0 and current-monitor driver,Baseline DCS,All states,SPI health,Readiness,Read-Only,5000,On-Change
Board Rails,3V3PDSVoltage,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Power.BoardRails.3V3PDS.Voltage,CURRENT PROTOBUF,Slow Controls,Read-only,one per DAPHNE board,ADS7138 0x10/0x17 cached monitor; GeneralInfo exposes a subset,Baseline DCS,All states,Rail fault,Candidate,Read-Only,1000,1000
Board Rails,3V3PDSStatus,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Power.BoardRails.3V3PDS.Status,REQUIRED PRODUCTION,Slow Controls,Read-only,one per DAPHNE board,required typed rail status,Baseline DCS,All states,Rail fault,Candidate,Read-Only,1000,On-Change
Board Rails,1V8PDSVoltage,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Power.BoardRails.1V8PDS.Voltage,LOCAL READABLE,Slow Controls,Read-only,one per DAPHNE board,ADS7138 0x10/0x17 cached monitor; GeneralInfo exposes a subset,Baseline DCS,All states,Rail fault,Candidate,Read-Only,1000,1000
Board Rails,1V8PDSStatus,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Power.BoardRails.1V8PDS.Status,REQUIRED PRODUCTION,Slow Controls,Read-only,one per DAPHNE board,required typed rail status,Baseline DCS,All states,Rail fault,Candidate,Read-Only,1000,On-Change
Board Rails,3V3AVoltage,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Power.BoardRails.3V3A.Voltage,LOCAL READABLE,Slow Controls,Read-only,one per DAPHNE board,ADS7138 0x10/0x17 cached monitor; GeneralInfo exposes a subset,Baseline DCS,All states,Rail fault,Candidate,Read-Only,1000,1000
Board Rails,3V3AStatus,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Power.BoardRails.3V3A.Status,REQUIRED PRODUCTION,Slow Controls,Read-only,one per DAPHNE board,required typed rail status,Baseline DCS,All states,Rail fault,Candidate,Read-Only,1000,On-Change
Board Rails,1V8AVoltage,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Power.BoardRails.1V8A.Voltage,CURRENT PROTOBUF,Slow Controls,Read-only,one per DAPHNE board,ADS7138 0x10/0x17 cached monitor; GeneralInfo exposes a subset,Baseline DCS,All states,Rail fault,Candidate,Read-Only,1000,1000
Board Rails,1V8AStatus,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Power.BoardRails.1V8A.Status,REQUIRED PRODUCTION,Slow Controls,Read-only,one per DAPHNE board,required typed rail status,Baseline DCS,All states,Rail fault,Candidate,Read-Only,1000,On-Change
Board Rails,Minus5VAVoltage,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Power.BoardRails.Minus5VA.Voltage,CURRENT PROTOBUF,Slow Controls,Read-only,one per DAPHNE board,ADS7138 0x10/0x17 cached monitor; GeneralInfo exposes a subset,Baseline DCS,All states,Rail fault,Candidate,Read-Only,1000,1000
Board Rails,Minus5VAStatus,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Power.BoardRails.Minus5VA.Status,REQUIRED PRODUCTION,Slow Controls,Read-only,one per DAPHNE board,required typed rail status,Baseline DCS,All states,Rail fault,Candidate,Read-Only,1000,On-Change
PMBus Regulators,Voltage,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Power.PMBus.{Rail}.Voltage,CURRENT PROTOBUF,Slow Controls,Read-only,"per PMBus regulator: 3VD3, 2VA1, 3VA6, 1VD8",PJT004A0X43 / Rust PMBus collector,Baseline DCS,All states,Rail fault,Candidate,Read-Only,5000,5000
PMBus Regulators,Current,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Power.PMBus.{Rail}.Current,CURRENT PROTOBUF,Slow Controls,Read-only,"per PMBus regulator: 3VD3, 2VA1, 3VA6, 1VD8",PJT004A0X43 / Rust PMBus collector,Baseline DCS,All states,Rail fault,Candidate,Read-Only,5000,5000
PMBus Regulators,Power,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Power.PMBus.{Rail}.Power,CURRENT PROTOBUF,Slow Controls,Read-only,"per PMBus regulator: 3VD3, 2VA1, 3VA6, 1VD8",PJT004A0X43 / Rust PMBus collector,Baseline DCS,All states,Rail fault,Candidate,Read-Only,5000,5000
PMBus Regulators,Temperature,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Power.PMBus.{Rail}.Temperature,LOCAL READABLE,Slow Controls,Read-only,"per PMBus regulator: 3VD3, 2VA1, 3VA6, 1VD8",PJT004A0X43 / Rust PMBus collector,Baseline DCS,All states,Rail fault,Candidate,Read-Only,5000,5000
PMBus Regulators,StatusByte,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Power.PMBus.{Rail}.StatusByte,LOCAL READABLE,Slow Controls,Read-only,"per PMBus regulator: 3VD3, 2VA1, 3VA6, 1VD8",PJT004A0X43 / Rust PMBus collector,Baseline DCS,All states,Rail fault,Candidate,Read-Only,5000,On-Change
PMBus Regulators,StatusWord,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Power.PMBus.{Rail}.StatusWord,LOCAL READABLE,Slow Controls,Read-only,"per PMBus regulator: 3VD3, 2VA1, 3VA6, 1VD8",PJT004A0X43 / Rust PMBus collector,Baseline DCS,All states,Rail fault,Candidate,Read-Only,5000,On-Change
PMBus Regulators,StatusVout,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Power.PMBus.{Rail}.StatusVout,LOCAL READABLE,Slow Controls,Read-only,"per PMBus regulator: 3VD3, 2VA1, 3VA6, 1VD8",PJT004A0X43 / Rust PMBus collector,Baseline DCS,All states,Rail fault,Candidate,Read-Only,5000,On-Change
PMBus Regulators,StatusIout,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Power.PMBus.{Rail}.StatusIout,LOCAL READABLE,Slow Controls,Read-only,"per PMBus regulator: 3VD3, 2VA1, 3VA6, 1VD8",PJT004A0X43 / Rust PMBus collector,Baseline DCS,All states,Rail fault,Candidate,Read-Only,5000,On-Change
PMBus Regulators,StatusTemperature,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Power.PMBus.{Rail}.StatusTemperature,LOCAL READABLE,Slow Controls,Read-only,"per PMBus regulator: 3VD3, 2VA1, 3VA6, 1VD8",PJT004A0X43 / Rust PMBus collector,Baseline DCS,All states,Rail fault,Candidate,Read-Only,5000,On-Change
PMBus Regulators,StatusCml,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Power.PMBus.{Rail}.StatusCml,LOCAL READABLE,Slow Controls,Read-only,"per PMBus regulator: 3VD3, 2VA1, 3VA6, 1VD8",PJT004A0X43 / Rust PMBus collector,Baseline DCS,All states,Rail fault,Candidate,Read-Only,5000,On-Change
PMBus Regulators,Health,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Power.PMBus.{Rail}.Health,REQUIRED PRODUCTION,Slow Controls,Read-only,"per PMBus regulator: 3VD3, 2VA1, 3VA6, 1VD8",PJT004A0X43 / Rust PMBus collector,Baseline DCS,All states,Rail fault,Candidate,Read-Only,5000,On-Change
Temperature,Celsius,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Thermal.Sensors.{Sensor}.Celsius,CURRENT PROTOBUF,Slow Controls,Read-only,per discovered allow-listed sensor,SlowControlStatusResponse.TemperatureReading; Linux thermal/hwmon; PMBus/MCP9808/SFP,Baseline DCS,All states,Thermal fault,Candidate,Read-Only,5000,5000
Temperature,Status,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Thermal.Sensors.{Sensor}.Status,REQUIRED PRODUCTION,Slow Controls,Read-only,per discovered allow-listed sensor,SlowControlStatusResponse.TemperatureReading; Linux thermal/hwmon; PMBus/MCP9808/SFP,Baseline DCS,All states,Thermal fault,Candidate,Read-Only,5000,On-Change
Temperature,LastUpdate,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Thermal.Sensors.{Sensor}.LastUpdate,REQUIRED PRODUCTION,Slow Controls,Read-only,per discovered allow-listed sensor,SlowControlStatusResponse.TemperatureReading; Linux thermal/hwmon; PMBus/MCP9808/SFP,Baseline DCS,All states,Thermal fault,Candidate,Read-Only,5000,On-Change
HD Mezzanine,BlockEnabled,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.HDMezz.{Afe}.BlockEnabled,CURRENT PROTOBUF,Slow Controls,SC owns rail requests; monitor values are read-only,per AFE block 0..4 when HD mezzanine is installed,HD mezzanine Protobuf API and cached INA232/TCA9536 driver,Baseline DCS,All states,Mezzanine power fault,Candidate,Read-Only,1000,On-Change
HD Mezzanine,Configured,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.HDMezz.{Afe}.Configured,REQUIRED PRODUCTION,Slow Controls,SC owns rail requests; monitor values are read-only,per AFE block 0..4 when HD mezzanine is installed,HD mezzanine Protobuf API and cached INA232/TCA9536 driver,Baseline DCS,All states,Mezzanine power fault,Candidate,Read-Only,1000,On-Change
HD Mezzanine,Power5VRequested,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.HDMezz.{Afe}.Power5VRequested,CURRENT PROTOBUF,Slow Controls,SC owns rail requests; monitor values are read-only,per AFE block 0..4 when HD mezzanine is installed,HD mezzanine Protobuf API and cached INA232/TCA9536 driver,Baseline DCS,All states,Mezzanine power fault,Candidate,Read-Only,1000,On-Change
HD Mezzanine,Power3V3Requested,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.HDMezz.{Afe}.Power3V3Requested,CURRENT PROTOBUF,Slow Controls,SC owns rail requests; monitor values are read-only,per AFE block 0..4 when HD mezzanine is installed,HD mezzanine Protobuf API and cached INA232/TCA9536 driver,Baseline DCS,All states,Mezzanine power fault,Candidate,Read-Only,1000,On-Change
HD Mezzanine,Voltage5V,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.HDMezz.{Afe}.Voltage5V,CURRENT PROTOBUF,Slow Controls,SC owns rail requests; monitor values are read-only,per AFE block 0..4 when HD mezzanine is installed,HD mezzanine Protobuf API and cached INA232/TCA9536 driver,Baseline DCS,All states,Mezzanine power fault,Candidate,Read-Only,1000,1000
HD Mezzanine,Current5V,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.HDMezz.{Afe}.Current5V,CURRENT PROTOBUF,Slow Controls,SC owns rail requests; monitor values are read-only,per AFE block 0..4 when HD mezzanine is installed,HD mezzanine Protobuf API and cached INA232/TCA9536 driver,Baseline DCS,All states,Mezzanine power fault,Candidate,Read-Only,1000,1000
HD Mezzanine,Power5V,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.HDMezz.{Afe}.Power5V,CURRENT PROTOBUF,Slow Controls,SC owns rail requests; monitor values are read-only,per AFE block 0..4 when HD mezzanine is installed,HD mezzanine Protobuf API and cached INA232/TCA9536 driver,Baseline DCS,All states,Mezzanine power fault,Candidate,Read-Only,1000,1000
HD Mezzanine,Alert5V,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.HDMezz.{Afe}.Alert5V,CURRENT PROTOBUF,Slow Controls,SC owns rail requests; monitor values are read-only,per AFE block 0..4 when HD mezzanine is installed,HD mezzanine Protobuf API and cached INA232/TCA9536 driver,Baseline DCS,All states,Mezzanine power fault,Candidate,Read-Only,1000,On-Change
HD Mezzanine,Voltage3V3,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.HDMezz.{Afe}.Voltage3V3,CURRENT PROTOBUF,Slow Controls,SC owns rail requests; monitor values are read-only,per AFE block 0..4 when HD mezzanine is installed,HD mezzanine Protobuf API and cached INA232/TCA9536 driver,Baseline DCS,All states,Mezzanine power fault,Candidate,Read-Only,1000,1000
HD Mezzanine,Current3V3,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.HDMezz.{Afe}.Current3V3,CURRENT PROTOBUF,Slow Controls,SC owns rail requests; monitor values are read-only,per AFE block 0..4 when HD mezzanine is installed,HD mezzanine Protobuf API and cached INA232/TCA9536 driver,Baseline DCS,All states,Mezzanine power fault,Candidate,Read-Only,1000,1000
HD Mezzanine,Power3V3,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.HDMezz.{Afe}.Power3V3,CURRENT PROTOBUF,Slow Controls,SC owns rail requests; monitor values are read-only,per AFE block 0..4 when HD mezzanine is installed,HD mezzanine Protobuf API and cached INA232/TCA9536 driver,Baseline DCS,All states,Mezzanine power fault,Candidate,Read-Only,1000,1000
HD Mezzanine,Alert3V3,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.HDMezz.{Afe}.Alert3V3,CURRENT PROTOBUF,Slow Controls,SC owns rail requests; monitor values are read-only,per AFE block 0..4 when HD mezzanine is installed,HD mezzanine Protobuf API and cached INA232/TCA9536 driver,Baseline DCS,All states,Mezzanine power fault,Candidate,Read-Only,1000,On-Change
HD Mezzanine,RShunt5V,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.HDMezz.{Afe}.RShunt5V,CURRENT PROTOBUF,Slow Controls,SC owns rail requests; monitor values are read-only,per AFE block 0..4 when HD mezzanine is installed,HD mezzanine Protobuf API and cached INA232/TCA9536 driver,Baseline DCS,All states,Mezzanine power fault,Candidate,Read-Only,1000,1000
HD Mezzanine,RShunt3V3,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.HDMezz.{Afe}.RShunt3V3,CURRENT PROTOBUF,Slow Controls,SC owns rail requests; monitor values are read-only,per AFE block 0..4 when HD mezzanine is installed,HD mezzanine Protobuf API and cached INA232/TCA9536 driver,Baseline DCS,All states,Mezzanine power fault,Candidate,Read-Only,1000,1000
HD Mezzanine,MaxCurrentScale5V,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.HDMezz.{Afe}.MaxCurrentScale5V,CURRENT PROTOBUF,Slow Controls,SC owns rail requests; monitor values are read-only,per AFE block 0..4 when HD mezzanine is installed,HD mezzanine Protobuf API and cached INA232/TCA9536 driver,Baseline DCS,All states,Mezzanine power fault,Candidate,Read-Only,1000,1000
HD Mezzanine,MaxCurrentScale3V3,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.HDMezz.{Afe}.MaxCurrentScale3V3,CURRENT PROTOBUF,Slow Controls,SC owns rail requests; monitor values are read-only,per AFE block 0..4 when HD mezzanine is installed,HD mezzanine Protobuf API and cached INA232/TCA9536 driver,Baseline DCS,All states,Mezzanine power fault,Candidate,Read-Only,1000,1000
HD Mezzanine,ShutdownCurrent5V,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.HDMezz.{Afe}.ShutdownCurrent5V,CURRENT PROTOBUF,Slow Controls,SC owns rail requests; monitor values are read-only,per AFE block 0..4 when HD mezzanine is installed,HD mezzanine Protobuf API and cached INA232/TCA9536 driver,Baseline DCS,All states,Mezzanine power fault,Candidate,Read-Only,1000,1000
HD Mezzanine,ShutdownCurrent3V3,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.HDMezz.{Afe}.ShutdownCurrent3V3,CURRENT PROTOBUF,Slow Controls,SC owns rail requests; monitor values are read-only,per AFE block 0..4 when HD mezzanine is installed,HD mezzanine Protobuf API and cached INA232/TCA9536 driver,Baseline DCS,All states,Mezzanine power fault,Candidate,Read-Only,1000,1000
HD Mezzanine,MaxPower5V,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.HDMezz.{Afe}.MaxPower5V,CURRENT PROTOBUF,Slow Controls,SC owns rail requests; monitor values are read-only,per AFE block 0..4 when HD mezzanine is installed,HD mezzanine Protobuf API and cached INA232/TCA9536 driver,Baseline DCS,All states,Mezzanine power fault,Candidate,Read-Only,1000,1000
HD Mezzanine,MaxPower3V3,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.HDMezz.{Afe}.MaxPower3V3,CURRENT PROTOBUF,Slow Controls,SC owns rail requests; monitor values are read-only,per AFE block 0..4 when HD mezzanine is installed,HD mezzanine Protobuf API and cached INA232/TCA9536 driver,Baseline DCS,All states,Mezzanine power fault,Candidate,Read-Only,1000,1000
HD Mezzanine,CurrentLsb5V,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.HDMezz.{Afe}.CurrentLsb5V,CURRENT PROTOBUF,Slow Controls,SC owns rail requests; monitor values are read-only,per AFE block 0..4 when HD mezzanine is installed,HD mezzanine Protobuf API and cached INA232/TCA9536 driver,Baseline DCS,All states,Mezzanine power fault,Candidate,Read-Only,1000,1000
HD Mezzanine,CurrentLsb3V3,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.HDMezz.{Afe}.CurrentLsb3V3,CURRENT PROTOBUF,Slow Controls,SC owns rail requests; monitor values are read-only,per AFE block 0..4 when HD mezzanine is installed,HD mezzanine Protobuf API and cached INA232/TCA9536 driver,Baseline DCS,All states,Mezzanine power fault,Candidate,Read-Only,1000,1000
HD Mezzanine,ShuntCal5V,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.HDMezz.{Afe}.ShuntCal5V,CURRENT PROTOBUF,Slow Controls,SC owns rail requests; monitor values are read-only,per AFE block 0..4 when HD mezzanine is installed,HD mezzanine Protobuf API and cached INA232/TCA9536 driver,Baseline DCS,All states,Mezzanine power fault,Candidate,Read-Only,1000,On-Change
HD Mezzanine,ShuntCal3V3,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.HDMezz.{Afe}.ShuntCal3V3,CURRENT PROTOBUF,Slow Controls,SC owns rail requests; monitor values are read-only,per AFE block 0..4 when HD mezzanine is installed,HD mezzanine Protobuf API and cached INA232/TCA9536 driver,Baseline DCS,All states,Mezzanine power fault,Candidate,Read-Only,1000,On-Change
SFP,Present,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Optics.SFP.{Sfp}.Present,REQUIRED PRODUCTION,Slow Controls,Read-only; TX disable controlled by endpoint/link firmware,"per timing, CCM, and provisioned data SFP",SFP GPIO/I2C expander 0x72 and SFF-8472,Baseline DCS,All states,Optical link fault,Readiness,Read-Only,5000,On-Change
SFP,LossOfSignal,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Optics.SFP.{Sfp}.LossOfSignal,LOCAL READABLE,Slow Controls,Read-only; TX disable controlled by endpoint/link firmware,"per timing, CCM, and provisioned data SFP",SFP GPIO/I2C expander 0x72 and SFF-8472,Baseline DCS,All states,Optical link fault,Readiness,Read-Only,5000,On-Change
SFP,TxFault,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Optics.SFP.{Sfp}.TxFault,REQUIRED PRODUCTION,Slow Controls,Read-only; TX disable controlled by endpoint/link firmware,"per timing, CCM, and provisioned data SFP",SFP GPIO/I2C expander 0x72 and SFF-8472,Baseline DCS,All states,Optical link fault,Readiness,Read-Only,5000,On-Change
SFP,TxDisabled,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Optics.SFP.{Sfp}.TxDisabled,LOCAL READABLE,Slow Controls,Read-only; TX disable controlled by endpoint/link firmware,"per timing, CCM, and provisioned data SFP",SFP GPIO/I2C expander 0x72 and SFF-8472,Baseline DCS,All states,Optical link fault,Readiness,Read-Only,5000,On-Change
SFP,RateSelect,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Optics.SFP.{Sfp}.RateSelect,REQUIRED PRODUCTION,Slow Controls,Read-only; TX disable controlled by endpoint/link firmware,"per timing, CCM, and provisioned data SFP",SFP GPIO/I2C expander 0x72 and SFF-8472,Baseline DCS,All states,Optical link fault,Readiness,Read-Only,30000,On-Change
SFP,VendorName,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Optics.SFP.{Sfp}.VendorName,REQUIRED PRODUCTION,Slow Controls,Read-only; TX disable controlled by endpoint/link firmware,"per timing, CCM, and provisioned data SFP",SFP GPIO/I2C expander 0x72 and SFF-8472,Baseline DCS,All states,Optical link fault,Readiness,Read-Only,30000,On-Change
SFP,VendorOui,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Optics.SFP.{Sfp}.VendorOui,REQUIRED PRODUCTION,Slow Controls,Read-only; TX disable controlled by endpoint/link firmware,"per timing, CCM, and provisioned data SFP",SFP GPIO/I2C expander 0x72 and SFF-8472,Baseline DCS,All states,Optical link fault,Readiness,Read-Only,30000,On-Change
SFP,PartNumber,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Optics.SFP.{Sfp}.PartNumber,REQUIRED PRODUCTION,Slow Controls,Read-only; TX disable controlled by endpoint/link firmware,"per timing, CCM, and provisioned data SFP",SFP GPIO/I2C expander 0x72 and SFF-8472,Baseline DCS,All states,Optical link fault,Readiness,Read-Only,30000,On-Change
SFP,Revision,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Optics.SFP.{Sfp}.Revision,REQUIRED PRODUCTION,Slow Controls,Read-only; TX disable controlled by endpoint/link firmware,"per timing, CCM, and provisioned data SFP",SFP GPIO/I2C expander 0x72 and SFF-8472,Baseline DCS,All states,Optical link fault,Readiness,Read-Only,30000,On-Change
SFP,SerialNumber,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Optics.SFP.{Sfp}.SerialNumber,REQUIRED PRODUCTION,Slow Controls,Read-only; TX disable controlled by endpoint/link firmware,"per timing, CCM, and provisioned data SFP",SFP GPIO/I2C expander 0x72 and SFF-8472,Baseline DCS,All states,Optical link fault,Readiness,Read-Only,30000,On-Change
SFP,DateCode,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Optics.SFP.{Sfp}.DateCode,REQUIRED PRODUCTION,Slow Controls,Read-only; TX disable controlled by endpoint/link firmware,"per timing, CCM, and provisioned data SFP",SFP GPIO/I2C expander 0x72 and SFF-8472,Baseline DCS,All states,Optical link fault,Readiness,Read-Only,30000,On-Change
SFP,NominalBitRateMbps,nsu=urn:dune:pds:daphne;s=DAPHNE.Boards.{BoardId}.Optics.SFP.{Sfp}.NominalBitRateMbps,REQUIRED PRODUCTION,Slow Controls,Read-only; TX disable controlled by endpoint/link firmware,"per timing, CCM, and provisioned data SFP",SFP GPIO/I2C expander 0x72 and SFF-8472,Baseline DCS,All states,Optical link fault,Readiness,Read-Only,30000,On-Change
